commune;Geo Shape;Nom du département;population_totale
Floyon;"{""type"": ""Polygon"", ""coordinates"": [[[3.837702292844741, 50.04759917961723], [3.838591911534257, 50.04749609281848], [3.839389323982627, 50.04772237326819], [3.839662419313583, 50.047873198078214], [3.839697938334846, 50.04816576905833], [3.839186690685167, 50.04862914867851], [3.839394500393239, 50.04913431228707], [3.840911810222628, 50.04995654928292], [3.842466142476869, 50.05040037023914], [3.842986362223014, 50.05106775082256], [3.844331605169118, 50.05193783330963], [3.844839877493687, 50.052471455670364], [3.846375888967222, 50.054908451976644], [3.846872210909635, 50.05514035299176], [3.847157949787868, 50.054957842151], [3.847130275495201, 50.055390065461836], [3.847771177499963, 50.05584192000271], [3.84819395778338, 50.056096778707975], [3.848881362414471, 50.056241123013464], [3.849384910399523, 50.056737032756054], [3.850056351756753, 50.05684375684119], [3.850336157026653, 50.0569738516998], [3.850634824927536, 50.05731399243409], [3.851723224514963, 50.05799176032944], [3.852545294467801, 50.05842706139883], [3.853105119141041, 50.058531849998225], [3.853448341827679, 50.058948019811346], [3.853619318078883, 50.05899353595354], [3.854019740319534, 50.058910809318775], [3.854693798749732, 50.059004915071064], [3.855319099977664, 50.05926911545915], [3.855948097502571, 50.059421012839366], [3.856861021696156, 50.059448769654], [3.857259724310005, 50.059595083451775], [3.858375614950012, 50.05974446251654], [3.859168668537318, 50.06002633112386], [3.859603749111063, 50.0603430388056], [3.86046253875415, 50.060633420131815], [3.861265185976118, 50.060656528732984], [3.863762861298586, 50.0609156076972], [3.864340922757892, 50.0611872801286], [3.864790565012653, 50.061209260049544], [3.86710986247641, 50.061968922519675], [3.867620391147128, 50.062042556697435], [3.867389922556524, 50.062273225202574], [3.86741613706465, 50.06250118005418], [3.867049219675605, 50.06274898003198], [3.867240104278754, 50.06289672999607], [3.867237496473953, 50.06307099713582], [3.867565397123558, 50.063153108122485], [3.868381924880846, 50.06382276809186], [3.868756453754819, 50.06385694176809], [3.868913574091798, 50.06406959766171], [3.869879241645966, 50.064564840347906], [3.870368853163592, 50.064555978118165], [3.870894949222267, 50.06472200151016], [3.87258255287714, 50.06532796116231], [3.873728456048346, 50.06591440416415], [3.87414774315721, 50.06595363173167], [3.874295419584483, 50.06618341320293], [3.874221741577624, 50.06636177918811], [3.874501263808284, 50.06638763056146], [3.875086995474535, 50.066287347546094], [3.875201478914298, 50.066696103662956], [3.882767277433911, 50.06444402436855], [3.885030776434508, 50.06149422048534], [3.888437597758499, 50.05851812110066], [3.890668850667251, 50.057265119291436], [3.892495649924439, 50.0567407636867], [3.898018833269321, 50.0546013490035], [3.89834442612726, 50.05447411419802], [3.904458903081243, 50.05031269281159], [3.908354984812947, 50.04789106169577], [3.911022912496834, 50.0449053664801], [3.913129971111575, 50.0432468539776], [3.913296825826762, 50.042985127976394], [3.916311141304951, 50.03998054596289], [3.916089518533348, 50.03991034440873], [3.916726293542196, 50.039336111568716], [3.91775567771769, 50.03810682582407], [3.918376933887758, 50.03567157426929], [3.91874931729115, 50.03490169747288], [3.919627273050911, 50.03178364520791], [3.922534175092152, 50.02675773394366], [3.922748622686652, 50.026358200067776], [3.91847858093714, 50.022226929487196], [3.917566536046464, 50.022058604065315], [3.916123658701933, 50.02159961746404], [3.915507228277238, 50.021278161660966], [3.914747646604932, 50.020748480477344], [3.914451494304839, 50.020094972378025], [3.912532287025034, 50.02051169172797], [3.91167046132049, 50.02057559363639], [3.910644800345636, 50.02005415377723], [3.90913632630171, 50.01981833665998], [3.907809171762213, 50.019352105621586], [3.907131069225426, 50.01939844627437], [3.906493261802218, 50.01865492794767], [3.904299167027298, 50.01788158082337], [3.904336093351849, 50.0176845924613], [3.902809713490157, 50.016905390540394], [3.902442396685015, 50.01655239039827], [3.899373857484076, 50.01645727986007], [3.898742918099011, 50.016330764955086], [3.897616645527297, 50.01594109683162], [3.895294791092439, 50.015656271864586], [3.893533807612181, 50.0137307061302], [3.893372149275313, 50.0118275943548], [3.893485690234492, 50.01075245710967], [3.892659787559825, 50.0093598967075], [3.89000399326221, 50.009407961471254], [3.887429323829413, 50.00955239241546], [3.887295094715176, 50.009688102527036], [3.886897838208452, 50.00984727477282], [3.886983298567461, 50.011711426675866], [3.887441068132274, 50.01262342893992], [3.887525964728025, 50.013175237388545], [3.886784906029733, 50.01768351186037], [3.886722815354481, 50.01860016928858], [3.886814121283102, 50.018959703833936], [3.886537103010643, 50.01938298370779], [3.886717431572179, 50.01989098199026], [3.886633370018394, 50.02010716806979], [3.886896775084443, 50.020742114704305], [3.887874191247495, 50.020589522301464], [3.887810020179039, 50.02042740563821], [3.888011607823491, 50.02023551800047], [3.888407018614023, 50.02020570492236], [3.889694582808142, 50.02264227131798], [3.887375525516131, 50.023491750959124], [3.881537113717959, 50.02625912926954], [3.878319294537771, 50.02788557491623], [3.87877804276319, 50.02869338895993], [3.881207961040295, 50.02866785941779], [3.88164324805496, 50.028762636332864], [3.881775982790676, 50.02885869039681], [3.882664421969129, 50.02887205684347], [3.883266070875974, 50.028830895311174], [3.88359753364501, 50.02872790446406], [3.884950971547276, 50.028700175640985], [3.887114659362162, 50.03019895131889], [3.886712867857045, 50.03074708363172], [3.886386457444955, 50.030900346855425], [3.885877366899751, 50.031693569643764], [3.885488959067859, 50.03181045094471], [3.885009862844599, 50.03184445064109], [3.882175690717467, 50.03172565512592], [3.879036131536101, 50.033138663348595], [3.87946104715198, 50.03335747713333], [3.875644898858301, 50.036143238492365], [3.875045838853346, 50.03650231328908], [3.871153080778322, 50.037448916355665], [3.868489754074919, 50.03795913857871], [3.866120414601905, 50.03812859761239], [3.862634846541229, 50.03810287293427], [3.859428570951843, 50.038346353057655], [3.857179163491311, 50.038683662686886], [3.854527002130397, 50.03895727067844], [3.853924781919805, 50.039221949154125], [3.852801991616873, 50.03946509673101], [3.850683762836091, 50.039645982490036], [3.849046843627366, 50.039001633284045], [3.848538650573715, 50.03963749448226], [3.848128006170604, 50.03993495001253], [3.847645480562829, 50.03993649066355], [3.847237920005967, 50.04058691934281], [3.84639394151997, 50.04141281626652], [3.843420184201879, 50.04282643364041], [3.84264948175134, 50.043282633883784], [3.842039020980531, 50.04398293937732], [3.841508740541497, 50.04438807882229], [3.841362169483033, 50.04429656930444], [3.840679602046459, 50.044939876451686], [3.840064019548592, 50.045248587557424], [3.839577953554989, 50.04563006151403], [3.8389189957912, 50.046269603001114], [3.837818689283537, 50.04695976153807], [3.837625570035939, 50.04726018280997], [3.837702292844741, 50.04759917961723]]]}";NORD;534
Wasnes-au-Bac;"{""type"": ""Polygon"", ""coordinates"": [[[3.270708850898155, 50.2592029900573], [3.270067712493943, 50.259268148931675], [3.268966789376111, 50.25978954821749], [3.268368425400234, 50.26026315218843], [3.267857589015619, 50.260868554727445], [3.266063902299886, 50.26204330987446], [3.265445069532684, 50.26236340080744], [3.265057336258199, 50.2629487706908], [3.263281070144209, 50.26319052418634], [3.262746533735173, 50.26356519282101], [3.261063305910763, 50.26311263732063], [3.2602530313656, 50.26298595184769], [3.25948174284032, 50.266091621523834], [3.259235219653224, 50.266642552273936], [3.254519689418919, 50.266296817462944], [3.25408621747882, 50.265894555836994], [3.253605956498284, 50.265937746718166], [3.253378167468107, 50.26548657225723], [3.253501769027868, 50.26499337109914], [3.252249364981915, 50.26469155391752], [3.251434819083483, 50.263141646071524], [3.250976802031226, 50.263146171720486], [3.249256846147911, 50.26260643315838], [3.246600890679305, 50.2619913279882], [3.245068959394374, 50.26121320914437], [3.242484776792661, 50.26239727056759], [3.241681537970844, 50.26226506166115], [3.240689735228917, 50.262243658144875], [3.237943803744742, 50.261531568460015], [3.237540417941501, 50.261534142833824], [3.23742148695524, 50.2615613092328], [3.237310308519858, 50.26174828737555], [3.237610627350505, 50.2618698232587], [3.237615739838288, 50.26206376044305], [3.237142984280565, 50.262508235375044], [3.236286811961504, 50.26243625269085], [3.235707863116137, 50.262940187034495], [3.23443918676162, 50.26302252137039], [3.233743653697966, 50.26346201898824], [3.232925636773788, 50.26316097578919], [3.232766041432279, 50.263180133395316], [3.23205299018249, 50.26377409336338], [3.231806481071444, 50.26377904699453], [3.231892288020424, 50.263857900741144], [3.232326850957224, 50.263929811849806], [3.233227033499934, 50.26564489447976], [3.234644541937397, 50.26532075490681], [3.235501651806755, 50.26528320336455], [3.23592079422855, 50.26534884587624], [3.235395431113571, 50.26864782583395], [3.227567956506286, 50.26848385241403], [3.227382294654471, 50.268629654161266], [3.23032872488599, 50.271174197098965], [3.230173849533278, 50.27654924568123], [3.236916528097228, 50.27816792121523], [3.239504491663391, 50.275216957045714], [3.242039931685983, 50.27570045288167], [3.245125812782404, 50.27671345290175], [3.246580058997231, 50.27726723997051], [3.250765015720432, 50.279206303737666], [3.252139273108844, 50.27970900707702], [3.252768211337194, 50.27995014663094], [3.253423066508444, 50.27920984463954], [3.260172323169263, 50.27916794479745], [3.259740281561932, 50.27852866551112], [3.26828953019939, 50.27814670475402], [3.268549780059904, 50.27570209239675], [3.269409024778891, 50.27577384341026], [3.272598918099972, 50.27544448571637], [3.27265178701673, 50.273555210233184], [3.273166431796024, 50.272863592401194], [3.274366873274642, 50.27308180618145], [3.2749339337481, 50.27043894251041], [3.27675391704271, 50.270725785236834], [3.278276026170964, 50.26397106187774], [3.274553266986481, 50.263796243456696], [3.275238488348805, 50.26307010691573], [3.277016812131484, 50.26193565966938], [3.277955468346141, 50.2612044463009], [3.274898472629824, 50.26055763133737], [3.270832618431881, 50.25929879407907], [3.270708850898155, 50.2592029900573]]]}";NORD;623
Orchies;"{""type"": ""Polygon"", ""coordinates"": [[[3.231936492177828, 50.48531271804381], [3.232498985229898, 50.4852542146916], [3.232749290988501, 50.48553200763745], [3.233464946283283, 50.485431921085976], [3.233496784916496, 50.48531965802427], [3.233755824460408, 50.48535597162303], [3.233948244159507, 50.485285593365965], [3.234058661695862, 50.48543169731075], [3.234237458857327, 50.48545739013748], [3.234792857796371, 50.48538632306017], [3.234814677831486, 50.48523817368537], [3.23508481808276, 50.48524125135102], [3.235703531978108, 50.484871150914124], [3.236088254595389, 50.4850077541824], [3.236822223274945, 50.48491569180221], [3.237349990879501, 50.4849541762628], [3.238858757203305, 50.48477803197263], [3.239029377254128, 50.484859386424034], [3.239186985895611, 50.485163376677214], [3.240257338740828, 50.48510026498628], [3.241320675068828, 50.485335169040475], [3.241702710323499, 50.485494200644794], [3.242257369665614, 50.48527140298872], [3.242496973665945, 50.485360696184706], [3.243666408288479, 50.4854212330119], [3.244256909343788, 50.48533838520206], [3.244420888754442, 50.48549873621613], [3.244641231550729, 50.48538699545324], [3.24541037228986, 50.48558564291873], [3.24556385785357, 50.48590130209996], [3.245873308212219, 50.48588632574562], [3.24611438546622, 50.48598727805896], [3.246582206673304, 50.485847215200856], [3.24675461903951, 50.486003955728194], [3.247226829419593, 50.48618523094063], [3.247532955578752, 50.48606613275747], [3.24827467879873, 50.48612119735433], [3.249101457835055, 50.48602079746034], [3.24928919816471, 50.48586154003897], [3.250283727305794, 50.48582811599863], [3.250971310538935, 50.48546498104416], [3.251363656117807, 50.48542827983011], [3.251480849758848, 50.48523056432648], [3.251763733754309, 50.48524973693947], [3.252329740367398, 50.48505469726433], [3.252521543564615, 50.48486670239958], [3.253209319303249, 50.484827596896174], [3.253292852121699, 50.484652388993915], [3.253518762892446, 50.48453343984199], [3.254210284609159, 50.48468012959676], [3.254647324137622, 50.484580492304076], [3.254847562632875, 50.48439337395528], [3.255262907203161, 50.48445535179819], [3.255534783761053, 50.48424654149109], [3.255911941960367, 50.48426910045654], [3.255967315784046, 50.483814786941885], [3.256195249641743, 50.483542334334665], [3.256483223249058, 50.483457360901106], [3.257125132714058, 50.48353232721994], [3.257418924690087, 50.48348503986133], [3.257981409437215, 50.48315982508494], [3.258057346223946, 50.48287870924256], [3.258625584131334, 50.482854184716075], [3.259449684880038, 50.482521234909804], [3.260220068311223, 50.48241279961584], [3.26071115689177, 50.482161327564675], [3.261306288665461, 50.48162777812919], [3.261262316169822, 50.481286771574375], [3.261510617620044, 50.48115160257269], [3.261829903584971, 50.4803286975207], [3.261874632932583, 50.48000276258012], [3.261736597875634, 50.47969875734106], [3.261669304272544, 50.478930526024186], [3.261361820781292, 50.478773192371484], [3.261028318611308, 50.47875235310628], [3.260923560216203, 50.47835312704612], [3.260431124419209, 50.477792245336744], [3.259362310655414, 50.475659911828764], [3.259211955365857, 50.47514318760261], [3.259332662732334, 50.47481888728684], [3.259255791861261, 50.47464131594795], [3.25894236053696, 50.47441486966252], [3.259310545285724, 50.4738010109516], [3.259555659807762, 50.473599425688846], [3.259547258458756, 50.47333374183039], [3.259986945251625, 50.47295042384788], [3.260456036668424, 50.471181980256524], [3.260634067847985, 50.47106670702701], [3.260881750574026, 50.471093114319316], [3.261179861182014, 50.47053684399578], [3.261632034244674, 50.47012746051561], [3.261975807422775, 50.46997054291396], [3.262415965670167, 50.469957043092826], [3.262235036656046, 50.46978418125901], [3.262636931799165, 50.46944581418248], [3.262479964871269, 50.46928277581551], [3.262765421973369, 50.469272295771894], [3.262833214266427, 50.46905671678985], [3.263265216084155, 50.46882959147614], [3.263467154533016, 50.46844766185936], [3.263743613843937, 50.4683312763759], [3.263774232570759, 50.468000876977676], [3.263497639039665, 50.46809123110714], [3.263328212858388, 50.46796592122893], [3.263574316503064, 50.4674241156199], [3.263454574583881, 50.46711737498632], [3.264163990521209, 50.46722986357078], [3.264494767672683, 50.46701372121107], [3.264561512880928, 50.46660066003302], [3.265157161590687, 50.46620800967917], [3.265424282558206, 50.46592377952148], [3.265328667617433, 50.46566007548109], [3.265458214260762, 50.46542371549262], [3.265646280372554, 50.46535060209154], [3.266377423426174, 50.46532030510364], [3.266841115308628, 50.465509607743314], [3.266893534261796, 50.46531649976542], [3.267283886140064, 50.46520075768405], [3.267712407127579, 50.46485782597718], [3.268272161675732, 50.46486379458563], [3.269801422074557, 50.464444856043656], [3.269118736501231, 50.463275803863304], [3.267837107790339, 50.46212420210518], [3.266102212901899, 50.46034161087735], [3.264732950222636, 50.45934455822017], [3.260866631770499, 50.45784739815565], [3.260482810040231, 50.45785808131112], [3.25918799421267, 50.458178572894326], [3.258823260954316, 50.45807341279128], [3.258642192111928, 50.45813662772339], [3.255920367544139, 50.45740082201278], [3.254086561494608, 50.45707964951942], [3.252088546786095, 50.459626806131084], [3.250695060470821, 50.45935405728386], [3.249979371720435, 50.458515297527946], [3.249885039649488, 50.45735660960102], [3.24976258384051, 50.45704806171395], [3.248427838699266, 50.456408922076626], [3.247227665497277, 50.45567883471554], [3.245877530957581, 50.45504149254025], [3.245662866499099, 50.45484802383709], [3.245386991227572, 50.45276688707833], [3.244775913245026, 50.45055983622667], [3.243699044048814, 50.4508671702339], [3.243120015841354, 50.45091319328236], [3.240534087082066, 50.450536740682956], [3.239580964058602, 50.45055833949158], [3.23813972284003, 50.450823242290184], [3.237734458666444, 50.45074861785782], [3.236039959162552, 50.45067645944604], [3.230087007763297, 50.451557517852386], [3.228192529840392, 50.451726198585185], [3.227392051616029, 50.452242933468206], [3.227883484735718, 50.452718689464305], [3.228652198056746, 50.45325766509407], [3.228959705624081, 50.453786718251294], [3.2290472059301, 50.45416806339966], [3.22558226961988, 50.455636724048595], [3.223954840232719, 50.45645206483162], [3.223203568770058, 50.455723624423825], [3.222673407414602, 50.45538975221095], [3.22232721492903, 50.45564082261424], [3.222323843262558, 50.45615159792705], [3.221624035498563, 50.45656847071506], [3.220695308697058, 50.45737263921842], [3.219414744074678, 50.4581145883185], [3.217583551740148, 50.45900201593984], [3.215907933926088, 50.460441201971534], [3.214737360252588, 50.46095939117642], [3.212534374903522, 50.461762107919235], [3.212802291755366, 50.46193489441458], [3.212617318842534, 50.462089608826744], [3.21299560065725, 50.462421987273856], [3.211466915083073, 50.46341023183616], [3.211952398096324, 50.464487479436926], [3.2124261322136, 50.46644264350366], [3.213502014963863, 50.467771103844406], [3.21213771015291, 50.46908850061385], [3.212086242158979, 50.46922413310216], [3.21231466933338, 50.46969590187523], [3.211257745644256, 50.4702084699717], [3.211266235240357, 50.47089156121243], [3.211409093209008, 50.47108251487046], [3.210671694999284, 50.471662751209735], [3.210905897858144, 50.47183469922001], [3.209841051402318, 50.4724855035886], [3.211254640029333, 50.47349383975389], [3.211715001985655, 50.47325697393344], [3.212996396335051, 50.47425743657646], [3.213940002612357, 50.4748679972097], [3.214661614364606, 50.475202463521505], [3.215885513597042, 50.476219150822104], [3.216340591282797, 50.47606126985059], [3.217033890467651, 50.47634640139077], [3.218290162321311, 50.47670055258547], [3.218655911782808, 50.47702844101395], [3.219603662965931, 50.4775940672615], [3.220305171034493, 50.477817228662474], [3.221020491344184, 50.478301572500726], [3.222753179212724, 50.47980648690532], [3.224140407154184, 50.48079317050431], [3.225164108709159, 50.48132540151579], [3.226899158915973, 50.48174232270191], [3.227478596269527, 50.4820168308366], [3.22871827567159, 50.4833170031164], [3.231718109606333, 50.48524490768097], [3.231936492177828, 50.48531271804381]]]}";NORD;8797
Larouillies;"{""type"": ""Polygon"", ""coordinates"": [[[3.948312675245938, 50.029548537731706], [3.947398744305159, 50.02929152310172], [3.944904918790974, 50.03023146687355], [3.944276756966063, 50.030194988754495], [3.940530013815457, 50.028537803594126], [3.934901281838919, 50.02726494666092], [3.933210000275531, 50.02665894871498], [3.929888787077894, 50.02566918049617], [3.929067587957705, 50.02612901936615], [3.923468219201102, 50.02659620298676], [3.922534175092152, 50.02675773394366], [3.919627273050911, 50.03178364520791], [3.91874931729115, 50.03490169747288], [3.918376933887758, 50.03567157426929], [3.91775567771769, 50.03810682582407], [3.916726293542196, 50.039336111568716], [3.916089518533348, 50.03991034440873], [3.916311141304951, 50.03998054596289], [3.913296825826762, 50.042985127976394], [3.913129971111575, 50.0432468539776], [3.911022912496834, 50.0449053664801], [3.908354984812947, 50.04789106169577], [3.904458903081243, 50.05031269281159], [3.912931971369679, 50.049464869247444], [3.924604471009168, 50.048604949278406], [3.940221049970437, 50.04493824192507], [3.950680199099291, 50.04013383354009], [3.95390921513645, 50.0388871624898], [3.958140743402222, 50.03704512913221], [3.957981177867296, 50.03679217672044], [3.957790151138706, 50.035905318075365], [3.956924328907647, 50.03539739249715], [3.955689490308268, 50.03424920280323], [3.954619628473224, 50.033492243398314], [3.948312675245938, 50.029548537731706]]]}";NORD;266
Fromelles;"{""type"": ""Polygon"", ""coordinates"": [[[2.831008359816107, 50.620390430202335], [2.831702024577244, 50.620928942915846], [2.834431635380055, 50.622242883440244], [2.835129697761616, 50.622749970798374], [2.836308705869384, 50.62416590026844], [2.836811277774781, 50.624932976474675], [2.837853616279072, 50.62588562845511], [2.841965839950579, 50.629145037606726], [2.843148788020103, 50.62986089543752], [2.845009901506752, 50.628467722184446], [2.844766391288422, 50.628280751319394], [2.845307781609609, 50.62795206813991], [2.845395094048446, 50.62800512564051], [2.846324089808142, 50.62734038126062], [2.847105564083928, 50.62692762767303], [2.847276147794521, 50.626970914652524], [2.84765981275167, 50.62653612879899], [2.847545721511444, 50.62647406551105], [2.848468177591863, 50.62561993598695], [2.851144400662737, 50.628043562970845], [2.85249812360923, 50.6268551778199], [2.854393945017335, 50.6274748526368], [2.855439592564747, 50.626431457742456], [2.860685450382653, 50.62886861057461], [2.861925021031306, 50.627558842254714], [2.86198916179694, 50.627321990350346], [2.86225906503909, 50.627167033567524], [2.863483584718509, 50.625654408650604], [2.863920517671291, 50.62477001316777], [2.865866732113035, 50.622919812913466], [2.864750679321205, 50.622449239338074], [2.866192301815063, 50.62091976231861], [2.864887562913691, 50.6203359068253], [2.867903617695452, 50.61764950312581], [2.867987326863385, 50.61746561506108], [2.867790756264437, 50.61658231490069], [2.869265475559718, 50.61470102296977], [2.873843538574713, 50.60928512301659], [2.878159796090903, 50.60383913887693], [2.878610755824565, 50.6039679187017], [2.879337551344042, 50.60316000927381], [2.878907938072905, 50.60295317301635], [2.877627381085533, 50.6018354649177], [2.876043583546414, 50.60133759161015], [2.87538521748873, 50.60012983300699], [2.875171305970405, 50.59995820074615], [2.874583942284875, 50.59969644384049], [2.873515866815614, 50.59938483386537], [2.872849104084501, 50.59930068728863], [2.872207396551384, 50.59934579909766], [2.871259381940373, 50.59896339269496], [2.872251161134688, 50.597661284661214], [2.873523207246777, 50.59646804705637], [2.872869472677456, 50.595708112801724], [2.872802926547938, 50.59526020287185], [2.872938937775556, 50.59500186834622], [2.870817297139108, 50.594309515368295], [2.86870863976723, 50.59406677687507], [2.868242729552763, 50.593768319357956], [2.866614857070994, 50.594602133736124], [2.86536449203704, 50.59397434188581], [2.863523935295588, 50.59626449209927], [2.862477626545007, 50.59732505175835], [2.862036734909374, 50.59767457785533], [2.861756375513027, 50.5975872106089], [2.861161369351998, 50.59808554253834], [2.859943749294632, 50.59733837159068], [2.859266105504943, 50.59712939020177], [2.859256951575858, 50.596873598969914], [2.858145197522429, 50.59610588704957], [2.856269454695442, 50.59576537875147], [2.855795381082653, 50.59587521841035], [2.854257593162091, 50.59569572060406], [2.853790698751888, 50.59527515114651], [2.852694515193694, 50.594527151356196], [2.850862342208091, 50.59426559041281], [2.84949729265611, 50.59386635784167], [2.848541489499723, 50.59335273269354], [2.847891949647924, 50.59320834084413], [2.847484972596476, 50.59351118995107], [2.845815973017578, 50.59569179832312], [2.844273128670441, 50.595337161952045], [2.842773414598962, 50.59742818855563], [2.842553521936252, 50.597404575291485], [2.840441967817609, 50.60207322689548], [2.839550892700573, 50.60379162891298], [2.839674888576045, 50.60382409804905], [2.839228402558144, 50.60497317601325], [2.839718653787946, 50.60513535423962], [2.837958198916006, 50.608774079235666], [2.83682848428845, 50.608344509510886], [2.831979144927203, 50.61272930716899], [2.83082213443363, 50.61411161193831], [2.831250092893236, 50.614360789515466], [2.83032837524466, 50.614970699000295], [2.830514268348764, 50.61505890345665], [2.829889254641763, 50.615518441842354], [2.832910745469734, 50.61633922815416], [2.835748146246883, 50.61697661633855], [2.835507867873402, 50.61755335878361], [2.83454982937334, 50.618909926057675], [2.833226212911187, 50.619464572352584], [2.831414264357554, 50.620081363083145], [2.831008359816107, 50.620390430202335]]]}";NORD;928
Le Doulieu;"{""type"": ""Polygon"", ""coordinates"": [[[2.68734611626642, 50.66554007489972], [2.684871286034163, 50.66548536309359], [2.684857077136463, 50.66594927840655], [2.683217265167045, 50.66580601247235], [2.682820409834823, 50.6667140568035], [2.682892074702457, 50.66699243062822], [2.683712149799073, 50.66816022928026], [2.684942893165805, 50.669373034335244], [2.683909689011141, 50.67087353099067], [2.681440291831698, 50.67303619980733], [2.679745967747589, 50.673876280386075], [2.67919325185631, 50.674403411732115], [2.676736015322251, 50.67505841252811], [2.674310942800927, 50.67553487021233], [2.674610838372209, 50.67567564691818], [2.673715323606632, 50.67830440775598], [2.667703165211959, 50.67743507263271], [2.667276235238614, 50.67813657578917], [2.666405391458305, 50.679539530008746], [2.665588963268097, 50.680399711501224], [2.665371447661469, 50.68082448053992], [2.664864969053331, 50.681373204699945], [2.664112090635852, 50.68201548461882], [2.663618980807497, 50.682883702525864], [2.663432426417695, 50.68500547288731], [2.663554701578854, 50.68825605791446], [2.663132261896016, 50.69142169775446], [2.663889752772734, 50.69158975940462], [2.663846961784376, 50.69228330089429], [2.664929692332175, 50.692618245955714], [2.665566901703652, 50.693455400057836], [2.666235367156772, 50.6938448538991], [2.668058021567222, 50.6946699155987], [2.668058615465303, 50.69458018183513], [2.668892462853249, 50.69453394842227], [2.668934202839689, 50.694417403611496], [2.670305668418885, 50.69446950547703], [2.67034881505974, 50.69456832878474], [2.674416222322094, 50.69413216572231], [2.675448614709399, 50.69418511708957], [2.675490461095695, 50.694049725903426], [2.676394385669905, 50.69386902198061], [2.67805499923946, 50.69377282998842], [2.677775140289121, 50.694673047897744], [2.677752599930926, 50.69510282140786], [2.684468189470242, 50.693441099776344], [2.684517268049135, 50.693499552365196], [2.6877377855495, 50.692681220017754], [2.689347340729832, 50.692379254515885], [2.6983974373131, 50.69140368159616], [2.712885421700336, 50.690764074120665], [2.717879942282907, 50.69063552212028], [2.721569317467182, 50.69021939083977], [2.721954027910169, 50.690135003029575], [2.722071430367372, 50.689852598018476], [2.721688632817759, 50.68984725475625], [2.721896628945205, 50.68876730092321], [2.722504892943657, 50.68887095923444], [2.722887123745386, 50.6882104581798], [2.725297144696696, 50.686124059198455], [2.725078094190829, 50.685885773802866], [2.726250374338223, 50.685131884041006], [2.727227897352153, 50.68537991075916], [2.7276209484635, 50.68531167574828], [2.73021639348769, 50.68282714865559], [2.734130213959388, 50.679642745177496], [2.737855224064721, 50.67628012598797], [2.736854621843273, 50.675340253517625], [2.737178117166466, 50.67505288025271], [2.73529027280702, 50.674191877681686], [2.736321654602599, 50.67329579457601], [2.734498757305798, 50.67218544357129], [2.734678819343809, 50.67204942630192], [2.733496839838169, 50.67125450903322], [2.73316701744825, 50.671404561346684], [2.732270984020971, 50.67075023702269], [2.731724279004708, 50.67079123482278], [2.726030498648278, 50.66900916954709], [2.723898122385985, 50.66801283780661], [2.718833525583472, 50.66618426905309], [2.717446511321855, 50.66601331057336], [2.716136148734713, 50.66602198965411], [2.713918776514447, 50.66537885924175], [2.712027529491158, 50.667704112110556], [2.710806917007451, 50.668792499481974], [2.706711470528254, 50.66694325513005], [2.70600404819, 50.66670377509356], [2.704278639642991, 50.66645559035965], [2.701612165088433, 50.665850655812825], [2.700007403398172, 50.66574179659761], [2.69504498244186, 50.66563459169908], [2.691286451731121, 50.66538480839334], [2.68734611626642, 50.66554007489972]]]}";NORD;1484
