web-scraper-order,web-scraper-start-url,titre_annonce,prix,commune,date,code_postal,surface_all,nb_pièces,détail,prix_m2
1613500648-53334,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=66,Appartement 3 pièces 56 m²,950,Lille ,"10 fév, 18:52",59000,56,3,Appartement,16.964285714285715
1613500586-52581,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=87,Appartement 2 pièces 22 m²,465,Lille ,"08 fév, 12:08",59000,22,2,Appartement,21.136363636363637
1613500619-52910,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=78,Appartement 2 pièces 130 m²,570,Hellemmes-Lille ,"09 fév, 12:03",59260,130,2,Appartement,4.384615384615385
1613500715-54267,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=39,Appartement 2 pièces 41 m²,565,La Madeleine ,"13 fév, 16:27",59110,41,2,Appartement,13.78048780487805
1613500845-55023,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=16,NOUVEAU - Studio 24m2 meublé bien placé Vauban/Catho,600,Lille  Vauban-Esquermes,"15 fév, 20:35",59800,24,1,Appartement,25
1613500873-55409,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=5,Studio 1 pièce 30 m²,424,Lille ,"16 fév, 15:36",59000,30,1,Appartement,14.133333333333333
1613500700-54064,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=45,Appartement 2 pièces 48 m²,599,Lille ,"12 fév, 21:55",59000,48,2,Appartement,12.479166666666666
1613500621-52953,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=77,Appartement 3 pièces 69 m²,963,Lille ,"09 fév, 14:25",59000,69,3,Appartement,13.956521739130435
1613500876-55423,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=4,Chambre 1 pièce 12 m²,411,Roubaix ,"16 fév, 16:56",59100,12,,,34.25
1613500688-53896,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=50,Studio 1 pièce 23 m²,499,Lille ,"12 fév, 15:11",59000,23,1,Appartement,21.695652173913043
1613500693-53946,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=48,Studio 1 pièce 18 m²,440,Lille ,"12 fév, 17:23",59000,18,1,Appartement,24.444444444444443
1613500835-54888,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=20,Appartement 43m2 St Maur-Pellevoisin/ Caulier,600,Lille ,"15 fév, 15:28",59000,43,,Appartement,13.953488372093023
1613500828-54757,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=23,Beau T2 meublé avec mezzanine environ 40 m2 proche de toutes commodités,550,Loos ,"15 fév, 12:37",59120,40,2,Appartement,13.75
1613500665-53576,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=59,Appartement 1 pièce 60 m²,750,Wasquehal ,"11 fév, 16:04",59290,60,,Appartement,12.5
1613500678-53739,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=54,Appartement 2 pièces 59 m²,694,Lille ,"12 fév, 10:12",59000,59,2,Appartement,11.76271186440678
1613500683-53836,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=52,Appartement 2 pièces 38 m²,630,Loos ,"12 fév, 11:25",59120,38,2,Appartement,16.57894736842105
1613500884-55555,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=1,Appartement 1 pièce 15 m²,400,Lille ,"16 fév, 18:10",59000,15,,Appartement,26.666666666666668
1613500882-55492,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=2,Appartement 1 pièce 19 m²,337,Tourcoing ,"16 fév, 18:10",59200,19,,Appartement,17.736842105263158
1613500653-53388,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=64,Appartement 3 pièces 66 m²,905,Lille ,"11 fév, 08:04",59800,66,3,Appartement,13.712121212121213
1613500668-53619,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=58,Appartement 1 pièce 12 m²,490,Lille ,"11 fév, 16:52",59800,12,,Appartement,40.833333333333336
1613500740-54636,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=29,Appartement 2 pièces 39 m²,650,Lille ,"15 fév, 06:35",59800,39,2,Appartement,16.666666666666668
1613500840-54935,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=18,"DUNKERQUE (59) APPARTEMENT T2 de 28,93 m2",510,Dunkerque ,"15 fév, 17:47",59140,93,2,Appartement,5.483870967741935
1613500703-54090,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=44,Appartement 2 pièces 39 m²,380,Caudry ,"13 fév, 09:06",59540,39,2,Appartement,9.743589743589743
1613500641-53229,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=69,Appartement 2 pièces 40 m²,490,Loon-Plage ,"10 fév, 11:50",59279,40,2,Appartement,12.25
1613500557-52174,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=99,Appartement 1 pièce 17 m²,360,Wattignies ,"05 fév, 17:19",59139,17,,Appartement,21.176470588235293
1613500688-53884,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=50,Appart Meublé - T2 - 25 m2,395,Armentières ,"12 fév, 15:28",59280,25,2,Appartement,15.8
1613500582-52538,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=89,Appartement Euralille 71m2,940,Lille ,"07 fév, 21:51",59777,71,,Appartement,13.23943661971831
1613500835-54859,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=20,Maison 4 pièces 81 m²,700,Valenciennes ,"15 fév, 16:15",59300,81,4,Maison,8.641975308641975
1613500604-52688,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=84,Appartement 3 pièces 61 m²,670,Roubaix ,"08 fév, 19:10",59100,61,3,Appartement,10.98360655737705
1613500636-53155,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=71,Studio 1 pièce 16 m²,470,Lille ,"10 fév, 10:10",59000,16,1,Appartement,29.375
1613500670-53639,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=57,Appartement 2 pièces 30 m²,535,Lambersart ,"11 fév, 18:12",59130,30,2,Appartement,17.833333333333332
1613500718-54319,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=38,Appartement 2 pièces 47 m²,615,Seclin ,"13 fév, 17:41",59113,47,2,Appartement,13.085106382978724
1613500646-53284,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=67,Maison 5 pièces 83 m²,850,Steenbecque ,"10 fév, 17:42",59189,83,5,Maison,10.240963855421686
1613500606-52724,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=83,Appartement T3 en Hyper centre ville 63m2,580,Douai ,"08 fév, 21:31",59500,63,3,Appartement,9.206349206349206
1613500579-52500,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=90,"Surface de 21 m2, Tourcoing",400,Tourcoing ,"07 fév, 18:11",59200,21,,,19.047619047619047
1613500705-54122,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=43,Grand studio de 37 m2 sécurisé sect : Catho/Vauban,650,Lille ,"13 fév, 10:50",59000,37,1,Appartement,17.56756756756757
1613500884-55521,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=1,T2 25m2 meublé TOUTES charges comprises dans le loyer,630,Mons-en-Baroeul ,"16 fév, 19:36",59370,25,2,Appartement,25.2
1613500678-53756,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=54,Appartement 3 pièces 62 m²,781,Lomme ,"12 fév, 09:04",59160,62,3,Appartement,12.596774193548388
1613500710-54223,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=41,"Studio 30 m² RdC Lille Moulin, métro Porte d'Arras",477,Lille  Moulins,"13 fév, 12:43",59000,30,1,Appartement,15.9
1613500559-52204,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=98,Appartement 3 pièces 62 m²,850,Lille ,"05 fév, 20:18",59000,62,3,Appartement,13.709677419354838
1613500631-53097,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=73,Appartement 3 pièces 55 m²,850,Lille ,"10 fév, 06:47",59000,55,3,Appartement,15.454545454545455
1613500690-53944,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=49,Appartement 3 pièces 65 m²,888,Tourcoing ,"12 fév, 15:37",59200,65,3,Appartement,13.661538461538461
1613500821-54689,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=25,Appartement 2 pièces 50 m²,430,Cambrai ,"15 fév, 11:02",59400,50,2,Appartement,8.6
1613500840-54950,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=18,Studio 1 pièce 12 m²,379,Lille ,"15 fév, 17:17",59000,12,1,Appartement,31.583333333333332
1613500614-52831,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=80,Appartement 2 pièces 51 m²,515,Lille ,"09 fév, 10:05",59000,51,2,Appartement,10.098039215686274
1613500683-53835,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=52,Studio 1 pièce 24 m²,426,Lille ,"12 fév, 11:31",59800,24,1,Appartement,17.75
1613500882-55500,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=2,Appartement 2 pièces 48 m²,690,Hellemmes-Lille ,"16 fév, 18:10",59260,48,2,Appartement,14.375
1613500850-55068,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=14,"Lille t1 tt confort 26 m2* bien situe, plaisant",460,Lille ,"16 fév, 08:03",59000,26,1,Appartement,17.692307692307693
1613500819-54676,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=26,Appartement 4 pièces 78 m²,1250,Lille ,"15 fév, 09:57",59000,78,4,Appartement,16.025641025641026
1613500609-52761,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=82,Studio 1 pièce 31 m²,470,Marcq-en-Baroeul ,"09 fév, 04:48",59700,31,1,Appartement,15.161290322580646
1613500825-54724,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=24,T2 Duplex Meublé 45 m² Centre ville Valenciennes,620,Valenciennes ,"15 fév, 11:33",59300,45,2,Appartement,13.777777777777779
1613500656-53437,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=63,Appartement 3 pièces 65 m²,715,Tourcoing ,"11 fév, 09:04",59200,65,3,Appartement,11
1613500715-54289,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=39,Studio 1 pièce 18 m²,490,Lille ,"13 fév, 15:27",59000,18,1,Appartement,27.22222222222222
1613500621-52936,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=77,Appartement 2 pièces 35 m²,515,Roubaix ,"09 fév, 15:23",59100,35,2,Appartement,14.714285714285714
1613500609-52770,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=82,Appartement 2 pièces 50 m²,657,Lille ,"09 fév, 00:38",59000,50,2,Appartement,13.14
1613500695-53999,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=47,Appartement 3 pièces 106 m²,967,Lomme ,"12 fév, 17:33",59160,106,3,Appartement,9.122641509433961
1613500651-53365,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=65,Appartement 3 pièces 68 m²,600,Valenciennes ,"10 fév, 22:08",59300,68,3,Appartement,8.823529411764707
1613500685-53851,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=51,Appartement 2 pièces 43 m²,630,Lille ,"12 fév, 14:20",59000,43,2,Appartement,14.651162790697674
1613500825-54725,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=24,Studio 1 pièce 17 m²,490,Lille ,"15 fév, 11:32",59000,17,1,Appartement,28.823529411764707
1613500685-53843,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=51,Studio 1 pièce 27 m²,483,Lille ,"12 fév, 14:44",59000,27,1,Appartement,17.88888888888889
1613500673-53669,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=56,T2 bis 50m2 à Beuvry la Forêt Totalement rénové,800,Beuvry-la-Forêt ,"11 fév, 21:47",59310,50,2,Appartement,16
1613500668-53611,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=58,Appartement 2 pièces 55 m²,565,Douai ,"11 fév, 17:17",59500,55,2,Appartement,10.272727272727273
1613500631-53100,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=73,Appartement 2 pièces 44 m²,512,Douai ,"10 fév, 06:01",59500,44,2,Appartement,11.636363636363637
1613500626-53031,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=75,Appartement 2 pièces 42 m²,500,Cambrai ,"09 fév, 17:43",59400,42,2,Appartement,11.904761904761905
1613500863-55253,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=9,Appartement 4 pièces 75 m²,930,Lille ,"16 fév, 12:03",59000,75,4,Appartement,12.4
1613500698-54048,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=46,Appartement 2 pièces 43 m²,661,Wasquehal ,"12 fév, 18:31",59290,43,2,Appartement,15.372093023255815
1613500678-53755,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=54,Appartement 2 pièces 35 m²,385,Bergues ,"12 fév, 09:04",59380,35,2,Appartement,11
1613500695-54012,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=47,Appartement 3 pièces 53 m²,996,Lille ,"12 fév, 17:26",59000,53,3,Appartement,18.79245283018868
1613500572-52371,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=93,Appartement F1/T1 bis 45m2,445,Valenciennes ,"07 fév, 08:21",59300,45,1,Appartement,9.88888888888889
1613500557-52179,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=99,Appartement 2 pièces 38 m²,535,Lille ,"05 fév, 17:19",59800,38,2,Appartement,14.078947368421053
1613500705-54129,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=43,Appartement 3 pièces 77 m²,600,Jeumont ,"13 fév, 10:09",59460,77,3,Appartement,7.792207792207792
1613500631-53104,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=73,Studio 1 pièce 35 m²,420,Avesnes-sur-Helpe ,"10 fév, 02:05",59440,35,1,Appartement,12
1613500609-52756,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=82,Duplex 3 pièces 89 m²,490,Denain ,"09 fév, 07:18",59220,89,3,,5.50561797752809
1613500685-53865,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=51,Appartement 2 pièces 37 m²,580,Lille ,"12 fév, 13:36",59000,37,2,Appartement,15.675675675675675
1613500688-53893,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=50,Appartement 3 pièces 82 m²,910,Lambersart ,"12 fév, 15:13",59130,82,3,Appartement,11.097560975609756
1613500634-53137,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=72,Appartement 4 pièces 85 m²,949,Ronchin ,"10 fév, 08:53",59790,85,4,Appartement,11.16470588235294
1613500584-52574,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=88,Appartement 3 pièces 64 m²,880,Tourcoing ,"08 fév, 08:05",59200,64,3,Appartement,13.75
1613500604-52686,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=84,Studio Meublé 25m² - Fac de Droit - Mines DOUAI,460,Douai ,"08 fév, 19:12",59500,25,1,Appartement,18.4
1613500651-53363,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=65,Appartement 3 pièces 74 m²,759,Roubaix ,"10 fév, 22:17",59100,74,3,Appartement,10.256756756756756
1613500673-53697,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=56,Studio meuble 22m² proximite jb lebas,500,Lille ,"11 fév, 18:44",59000,22,1,Appartement,22.727272727272727
1613500614-52834,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=80,Appartement 1 pièce 26 m²,419,Villeneuve-d'Ascq ,"09 fév, 10:03",59650,26,,Appartement,16.115384615384617
1613500876-55431,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=4,Chambre 5 pièces 21 m²,411,Roubaix ,"16 fév, 16:50",59100,21,5,,19.571428571428573
1613500663-53557,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=60,Maison de 70 m2 à louer,650,Valenciennes ,"11 fév, 12:55",59300,70,,Maison,9.285714285714286
1613500713-54243,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=40,Appartement 2 pièces 40 m²,680,Lille ,"13 fév, 14:25",59000,40,2,Appartement,17
1613500629-53053,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=74,Vieux Lille -Beau F2 en Duplex d'environ 30 m² + 10 m2 sous pentes,535,Lille  Vieux-Lille,"09 fév, 22:11",59800,30,,,17.833333333333332
1613500619-52921,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=78,Appartement 1 pièce 19 m²,530,Lille ,"09 fév, 11:44",59000,19,,Appartement,27.894736842105264
1613500737-54600,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=30,Deux pièces 30 m2 particulier,470,Lille ,"14 fév, 21:56",59000,30,,,15.666666666666666
1613500626-53010,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=75,Studio centre 29m2,530,Lille  Wazemmes,"09 fév, 19:17",59800,29,1,Appartement,18.275862068965516
1613500882-55490,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=2,Appartement 3 pièces 61 m²,765,Hellemmes-Lille ,"16 fév, 18:10",59260,61,3,Appartement,12.540983606557377
1613500611-52803,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=81,Studio 1 pièce 32 m²,725,Lille ,"09 fév, 08:36",59800,32,1,Appartement,22.65625
1613500871-55362,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=6,Appartement 3 pièces 56 m²,600,Roubaix ,"16 fév, 15:06",59100,56,3,Appartement,10.714285714285714
1613500685-53841,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=51,Appartement 3 pièces 61 m²,818,Marcq-en-Baroeul ,"12 fév, 14:56",59700,61,3,Appartement,13.40983606557377
1613500567-52316,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=95,Appartement 92 m2 lumineux,1180,Marcq-en-Baroeul ,"06 fév, 12:11",59700,92,,Appartement,12.826086956521738
1613500728-54458,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=34,APPARTEMENT de 39m2 meublé rue Colbert,640,Lille  Vauban-Esquermes,"14 fév, 13:00",59800,39,,Appartement,16.41025641025641
1613500656-53446,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=63,Appartement 2 pièces 45 m²,517,Valenciennes ,"11 fév, 08:37",59300,45,2,Appartement,11.488888888888889
1613500555-52127,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=100,Studio 1 pièce 13 m²,400,Lille ,"05 fév, 16:22",59000,13,1,Appartement,30.76923076923077
1613500882-55508,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=2,Maison 2 pièces 52 m²,693,Hellemmes-Lille ,"16 fév, 18:10",59260,52,2,Maison,13.326923076923077
1613500735-54571,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=31,Appartement meublé 39m2,550,Lille ,"14 fév, 18:57",59000,39,,Appartement,14.102564102564102
1613500720-54359,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=37,Appartement T2 46 m2,640,Douai ,"13 fév, 20:26",59500,46,2,Appartement,13.91304347826087
1613500858-55198,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=11,Studio 1 pièce 24 m²,540,Lille ,"16 fév, 10:31",59000,24,1,Appartement,22.5
1613500703-54100,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=44,DUNKERQUE-CENTRE F3 68m2 +GARAGE+VERANDA 55m2,660,Dunkerque ,"13 fév, 08:43",59140,68,3,,9.705882352941176
1613500723-54395,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=36,Chambre 7 pièces 14 m²,500,Roubaix ,"14 fév, 07:12",59100,14,7,,35.714285714285715
1613500860-55240,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=10,Studio 1 pièce 21 m²,500,Lille ,"16 fév, 11:04",59000,21,1,Appartement,23.80952380952381
1613500636-53153,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=71,Studio 1 pièce 23 m²,400,Loos ,"10 fév, 10:10",59120,23,1,Appartement,17.391304347826086
1613500725-54416,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=35,"Appartement type F2, 46m2",685,Haubourdin ,"14 fév, 11:22",59320,46,,Appartement,14.891304347826088
1613500860-55231,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=10,Appartement 2 pièces 51 m²,825,La Madeleine ,"16 fév, 11:11",59110,51,2,Appartement,16.176470588235293
1613500715-54265,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=39,Maison 4 pièces 80 m²,853,La Bassée ,"13 fév, 16:27",59480,80,4,Maison,10.6625
1613500848-55053,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=15,Appartement 3 pièces 60m² avec garage,850,Wattrelos ,"15 fév, 22:13",59150,60,3,Appartement,14.166666666666666
1613500884-55524,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=1,T2 25m2 meublé TOUTES charges comprises dans le loyer,630,Lille ,"16 fév, 19:33",59000,25,2,Appartement,25.2
1613500631-53095,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=73,Appartement 1 pièce 24 m²,455,Coudekerque-Branche ,"10 fév, 07:02",59210,24,,Appartement,18.958333333333332
1613500569-52368,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=94,Appart f2 de 45m2 + grande terrasse,550,Douai ,"06 fév, 14:17",59500,45,,,12.222222222222221
1613500710-54198,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=41,F2 43m2 Lille centre entre Gare et Grand Place Lille,790,Lille  Centre,"13 fév, 13:48",59800,43,,,18.372093023255815
1613500853-55115,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=13,Appartement 4 pièces 110 m²,1060,Hazebrouck ,"16 fév, 08:58",59190,110,4,Appartement,9.636363636363637
1613500833-54850,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=21,Maison 4 pièces 88 m²,725,Cattenières ,"15 fév, 14:23",59217,88,4,Maison,8.238636363636363
1613500661-53492,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=61,Location T2 35m2 Villeneuve d'Ascq,520,Villeneuve-d'Ascq ,"11 fév, 12:37",59650,35,2,Appartement,14.857142857142858
1613500661-53497,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=61,Appartement T2 52 m² ROUBAIX-ALMA,590,Roubaix ,"11 fév, 12:21",59100,52,2,Appartement,11.346153846153847
1613500589-52622,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=86,Maison 6 pièces 179 m²,1500,Lille ,"08 fév, 13:38",59000,179,6,Maison,8.379888268156424
1613500609-52763,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=82,Appartement 2 pièces 26 m²,377,Famars ,"09 fév, 02:48",59300,26,2,Appartement,14.5
1613500631-53105,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=73,Maison 3 pièces 56 m²,649,Bersée ,"10 fév, 01:55",59235,56,3,Maison,11.589285714285714
1613500676-53714,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=55,Appartement 2 pièces 46 m²,619,Lille ,"12 fév, 07:38",59000,46,2,Appartement,13.456521739130435
1613500830-54791,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=22,Appartement 30m²,390,Maubeuge ,"15 fév, 13:57",59600,30,,Appartement,13
1613500843-54975,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=17,Maison de ville 3 pièces 81 m²,630,Douai ,"15 fév, 19:40",59500,81,3,Maison,7.777777777777778
1613500848-55040,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=15,Appartement 2 pièces 40 m²,585,Valenciennes ,"15 fév, 22:53",59300,40,2,Appartement,14.625
1613500840-54958,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=18,Duplex meuble de 26m2,530,Lille  Wazemmes,"15 fév, 16:58",59000,26,,,20.384615384615383
1613500833-54846,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=21,DISPONIBLE DE SUITE Studio refait à neuf 30 m² à 5 minutes du centre-ville,450,Haubourdin ,"15 fév, 14:27",59320,30,1,Appartement,15
1613500641-53230,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=69,Maison de ville 4 pièces 97 m²,690,Loon-Plage ,"10 fév, 11:50",59279,97,4,Maison,7.11340206185567
1613500572-52374,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=93,Appartement T4 87m2 + espace vert,930,Lambersart ,"07 fév, 06:53",59130,87,4,Appartement,10.689655172413794
