web-scraper-order,web-scraper-start-url,titre_annonce,prix,commune,date,code_postal,surface_all,nb_pièces,détail,prix_m2
1613500843-54979,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=17,Studio 36m2 lumineux avec balcon + park Lille,700,Lille  Centre,"15 fév, 19:28",59800,36,1,Appartement,19.444444444444443
1613500725-54429,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=35,Appartement 2 pièces 37 m²,550,Wattignies ,"14 fév, 10:07",59139,37,2,Appartement,14.864864864864865
1613500555-52143,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=100,Maison 3 pièces 42 m²,450,Le Quesnoy ,"05 fév, 15:20",59530,42,3,Maison,10.714285714285714
1613500641-53241,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=69,Appartement 4 pièces 85 m²,668,Gravelines ,"10 fév, 11:50",59820,85,4,Appartement,7.858823529411764
1613500668-53598,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=58,Appartement 3 pièces 65 m²,874,Wasquehal ,"11 fév, 17:32",59290,65,3,Appartement,13.446153846153846
1613500843-54995,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=17,Maison-appartement 90m² 2 chambres + mezzanine + parking,750,Halluin ,"15 fév, 18:27",59250,90,,Maison,8.333333333333334
1613500555-52140,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=100,Studio 1 pièce 26 m²,507,Lille ,"05 fév, 15:58",59000,26,1,Appartement,19.5
1613500579-52482,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=90,Appartement T2 49m2 gare/opéra,810,Lille ,"07 fév, 20:21",59000,49,2,Appartement,16.53061224489796
1613500703-54120,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=44,Appartement 2 pièces 40 m²,511,Lille ,"12 fév, 23:03",59000,40,2,Appartement,12.775
1613500740-54623,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=29,Studio 1 pièce 23 m²,495,Lille ,"15 fév, 07:37",59000,23,1,Appartement,21.52173913043478
1613500690-53943,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=49,Appartement 4 pièces 87 m²,1250,Lille ,"12 fév, 15:41",59000,87,4,Appartement,14.367816091954023
1613500737-54583,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=30,Appartement 1 pièce 29 m²,558,Marcq-en-Baroeul ,"14 fév, 23:54",59700,29,,Appartement,19.24137931034483
1613500656-53433,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=63,Maison 5 pièces 89 m²,950,Faches-Thumesnil ,"11 fév, 09:15",59155,89,5,Maison,10.674157303370787
1613500614-52857,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=80,Appartement 3 pièces 79 m²,927,,"09 fév, 09:16",59260,79,3,Appartement,11.734177215189874
1613500858-55173,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=11,Studio 1 pièce 21 m²,420,Lille ,"16 fév, 11:04",59000,21,1,Appartement,20
1613500705-54142,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=43,Appartement 3 pièces 67 m²,655,Dunkerque ,"13 fév, 09:53",59240,67,3,Appartement,9.776119402985074
1613500609-52766,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=82,Studio 1 pièce 20 m²,519,Euralille ,"09 fév, 01:41",59777,20,1,Appartement,25.95
1613500626-53034,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=75,Studio de 24 m2 rénové - LILLE - Lumineux et Calme,420,Lille ,"09 fév, 17:42",59000,24,1,Appartement,17.5
1613500693-53951,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=48,Chambre 1 pièce 10 m²,483,Lille ,"12 fév, 17:23",59800,10,,,48.3
1613500564-52282,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=96,Appartement 3 pièces 83 m²,775,Ronchin ,"06 fév, 08:28",59790,83,3,Appartement,9.337349397590362
1613500868-55311,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=7,Loue type 2 25m2 Sébastopol Saint Michel,525,Lille ,"16 fév, 14:39",59000,25,,,21
1613500715-54281,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=39,Maison 5 pièces 75 m²,630,Caudry ,"13 fév, 15:42",59540,75,5,Maison,8.4
1613500658-53456,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=62,Appartement 3 pièces 72 m²,930,Lille ,"11 fév, 11:00",59000,72,3,Appartement,12.916666666666666
1613500853-55108,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=13,Appartement 3 pièces 57 m²,520,Cambrai ,"16 fév, 09:04",59400,57,3,Appartement,9.12280701754386
1613500676-53701,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=55,Appartement 2 pièces 30 m²,639,Marcq-en-Baroeul ,"12 fév, 08:27",59700,30,2,Appartement,21.3
1613500589-52634,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=86,Studio 1 pièce 27 m²,566,Lille ,"08 fév, 13:04",59800,27,1,Appartement,20.962962962962962
1613500695-54009,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=47,Appartement 3 pièces 68 m²,1400,Lille ,"12 fév, 17:33",59800,68,3,Appartement,20.58823529411765
1613500695-54002,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=47,Appartement 1 pièce 32 m²,514,Lille ,"12 fév, 17:33",59000,32,,Appartement,16.0625
1613500866-55277,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=8,Appartement 2 pièces 35 m²,680,Lille ,"16 fév, 13:26",59000,35,2,Appartement,19.428571428571427
1613500665-53591,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=59,Appartement 3 pièces 66 m²,731,Lille ,"11 fév, 15:13",59000,66,3,Appartement,11.075757575757576
1613500574-52434,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=92,Appartement 2 pièces 59 m²,676,Lambersart ,"07 fév, 09:52",59130,59,2,Appartement,11.457627118644067
1613500562-52246,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=97,Appartement 3 pièces 59 m²,890,Gravelines ,"06 fév, 04:10",59820,59,3,Appartement,15.084745762711865
1613500614-52847,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=80,Appartement 2 pièces 44 m²,520,Douai ,"09 fév, 09:32",59500,44,2,Appartement,11.818181818181818
1613500559-52209,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=98,Appartement 2 pièces 40 m²,670,Lambersart ,"05 fév, 19:52",59130,40,2,Appartement,16.75
1613500631-53091,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=73,Appartement 2 pièces 43 m²,552,Quesnoy-sur-Deûle ,"10 fév, 07:25",59890,43,2,Appartement,12.837209302325581
1613500668-53615,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=58,Studio 1 pièce 21 m²,420,Lille ,"11 fév, 17:12",59000,21,1,Appartement,20
1613500825-54734,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=24,Appartement 2 pièces 32 m²,600,Croix ,"15 fév, 11:16",59170,32,2,Appartement,18.75
1613500681-53792,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=53,Maison 3 pièces 90 m²,750,Armentières ,"12 fév, 10:46",59280,90,3,Maison,8.333333333333334
1613500683-53817,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=52,Studio 1 pièce 18 m²,431,Lille ,"12 fév, 11:54",59000,18,1,Appartement,23.944444444444443
1613500700-54068,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=45,Studio 1 pièce 13 m²,340,Lille ,"12 fév, 21:47",59000,13,1,Appartement,26.153846153846153
1613500683-53832,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=52,Appartement 2 pièces 48 m²,514,Tourcoing ,"12 fév, 11:34",59200,48,2,Appartement,10.708333333333334
1613500715-54279,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=39,Maison de ville 5 pièces 72 m²,675,Hazebrouck ,"13 fév, 15:57",59190,72,5,Maison,9.375
1613500584-52576,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=88,Appartement 3 pièces 54 m²,555,Croix ,"08 fév, 08:03",59170,54,3,Appartement,10.277777777777779
1613500621-52940,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=77,Appartement 2 pièces 42 m²,540,Bray-Dunes ,"09 fév, 15:06",59123,42,2,Appartement,12.857142857142858
1613500821-54703,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=25,Maison de ville 5 pièces 127 m²,850,Cambrai ,"15 fév, 11:01",59400,127,5,Maison,6.692913385826771
1613500690-53923,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=49,Appartement 3 pièces 75 m²,600,Coudekerque-Branche ,"12 fév, 16:20",59210,75,3,Appartement,8
1613500589-52648,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=86,Studio 1 pièce 20 m²,450,Lille ,"08 fév, 12:11",59000,20,1,Appartement,22.5
1613500830-54806,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=22,Studio 1 pièce 17 m²,660,Lille ,"15 fév, 13:12",59000,17,1,Appartement,38.8235294117647
1613500653-53390,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=64,Appartement 3 pièces 45 m²,480,Coudekerque-Branche ,"11 fév, 07:56",59210,45,3,Appartement,10.666666666666666
1613500876-55442,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=4,Appartement 2 pièces 61 m²,500,Escaudain ,"16 fév, 16:41",59124,61,2,Appartement,8.19672131147541
1613500661-53518,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=61,Appartement 4 pièces 89 m²,680,Armentières ,"11 fév, 11:20",59280,89,4,Appartement,7.640449438202247
1613500604-52689,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=84,T3 de 70m2 refait à neuf avenue de verdun,849,Valenciennes ,"08 fév, 19:04",59300,70,3,,12.128571428571428
1613500670-53641,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=57,Magnifique Appartement de 55 m2 en DUPLEX,590,Templeuve-en-Pévèle ,"11 fév, 18:10",59242,55,,Appartement,10.727272727272727
1613500614-52836,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=80,Studio 1 pièce 15 m²,360,Lille ,"09 fév, 09:56",59000,15,1,Appartement,24
1613500586-52587,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=87,Appartement 2 pièces 57 m²,490,Hautmont ,"08 fév, 11:59",59330,57,2,Appartement,8.596491228070175
1613500740-54634,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=29,Studio 1 pièce 16 m²,390,Lille ,"15 fév, 07:01",59000,16,1,Appartement,24.375
1613500840-54941,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=18,Appartement 1 pièce 19 m²,405,Lille ,"15 fév, 17:31",59000,19,,Appartement,21.31578947368421
1613500843-54963,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=17,Appartement 2 pièces 35 m²,600,Tourcoing ,"15 fév, 20:10",59200,35,2,Appartement,17.142857142857142
1613500591-52685,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=85,Appartement 2 pièces 55 m²,1100,Euralille ,"08 fév, 14:17",59777,55,2,Appartement,20
1613500624-52970,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=76,Appartement 2 pièces 43 m²,678,Lille ,"09 fév, 17:17",59000,43,2,Appartement,15.767441860465116
1613500584-52571,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=88,Appartement 2 pièces 50 m²,600,Faches-Thumesnil ,"08 fév, 08:22",59155,50,2,Appartement,12
1613500735-54541,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=31,Appartement T2 60m2 duplex,590,Armentières ,"14 fév, 21:05",59280,60,2,Appartement,9.833333333333334
1613500707-54160,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=42,Appartement 2 pièces 44 m²,600,Loos ,"13 fév, 12:31",59120,44,2,Appartement,13.636363636363637
1613500606-52750,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=83,Appartement 2 pièces 32 m²,520,,"08 fév, 19:25",59430,32,2,Appartement,16.25
1613500838-54911,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=19,Appartement 52m2 Centre-ville CAMBRAI,380,Cambrai ,"15 fév, 16:31",59400,52,,Appartement,7.3076923076923075
1613500609-52788,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=82,Appartement 2 pièces 39 m²,555,Valenciennes ,"08 fév, 22:10",59300,39,2,Appartement,14.23076923076923
1613500688-53901,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=50,Appartement 1 pièce 18 m²,535,Lille ,"12 fév, 15:07",59000,18,,Appartement,29.72222222222222
1613500693-53962,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=48,Appartement 2 pièces 48 m²,510,Cambrai ,"12 fév, 16:52",59400,48,2,Appartement,10.625
1613500720-54333,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=37,Appartement 1 pièce 23 m²,450,Tourcoing ,"14 fév, 00:11",59200,23,,Appartement,19.565217391304348
1613500559-52203,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=98,Appartement 2 pièces 44 m²,525,Douai ,"05 fév, 20:23",59500,44,2,Appartement,11.931818181818182
1613500693-53978,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=48,Studio 26m2. Lille métro Gambetta,455,Lille  Wazemmes,"12 fév, 16:39",59000,26,1,Appartement,17.5
1613500626-53007,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=75,Appartement 3 pièces 49 m²,890,Lille ,"09 fév, 19:29",59800,49,3,Appartement,18.163265306122447
1613500589-52625,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=86,Appartement 2 pièces 46 m²,581,Mons-en-Baroeul ,"08 fév, 13:30",59370,46,2,Appartement,12.630434782608695
1613500646-53300,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=67,Appartement 2 pièces 55 m²,413,Merville ,"10 fév, 16:38",59660,55,2,Appartement,7.509090909090909
1613500643-53274,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=68,Appartement 2 pièces 34 m²,495,Armentières ,"10 fév, 13:22",59280,34,2,Appartement,14.558823529411764
1613500569-52367,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=94,T2bis 63m² Vieux Lille – possibilité parking,885,Lille  Vieux-Lille,"06 fév, 14:44",59800,63,2,Appartement,14.047619047619047
1613500700-54054,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=45,Appartement 2 pièces 48 m²,770,Lille ,"12 fév, 22:50",59000,48,2,Appartement,16.041666666666668
1613500609-52758,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=82,Appartement 3 pièces 66 m²,535,Cambrai ,"09 fév, 06:49",59400,66,3,Appartement,8.106060606060606
1613500713-54229,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=40,Pavillon 4 pièces 97 m²,760,Inchy ,"13 fév, 15:07",59540,97,4,Maison,7.835051546391752
1613500703-54095,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=44,Appartement 2 pièces 41 m²,456,Raismes ,"13 fév, 08:45",59590,41,2,Appartement,11.121951219512194
1613500567-52335,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=95,Appartement 1 pièce 26 m²,474,Lille ,"06 fév, 09:53",59000,26,,Appartement,18.23076923076923
1613500611-52821,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=81,Appartement 2 pièces 25 m²,320,Annoeullin ,"09 fév, 07:39",59112,25,2,Appartement,12.8
1613500737-54596,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=30,Appartement T1 25m2 Libre de 1er Mars,440,Cambrai ,"14 fév, 22:15",59400,25,1,Appartement,17.6
1613500882-55499,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=2,Appartement 3 pièces 51 m²,839,Lille ,"16 fév, 18:10",59000,51,3,Appartement,16.45098039215686
1613500624-52977,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=76,Appartement lille centre - 70m2 - 2 chambres,1200,Lille ,"09 fév, 16:44",59000,70,,Appartement,17.142857142857142
1613500710-54215,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=41,Studio 1 pièce 22 m²,460,Lille ,"13 fév, 13:12",59000,22,1,Appartement,20.90909090909091
1613500690-53933,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=49,Appartement 5 pièces 128 m²,1431,Lille ,"12 fév, 15:54",59000,128,5,Appartement,11.1796875
1613500653-53397,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=64,Appartement 1 pièce 25 m²,427,Hellemmes-Lille ,"11 fév, 07:38",59260,25,,Appartement,17.08
1613500853-55130,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=13,Appartement 3 pièces 71 m²,997,Lille ,"16 fév, 08:27",59000,71,3,Appartement,14.04225352112676
1613500878-55461,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=3,Appartement 1 pièce 23 m²,600,Lille ,"16 fév, 17:29",59800,23,,Appartement,26.08695652173913
1613500740-54614,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=29,Appartement 2 pièces 55 m²,1041,Lille ,"15 fév, 08:02",59000,55,2,Appartement,18.927272727272726
1613500703-54088,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=44,Appartement 1 pièce 38 m²,581,Lille ,"13 fév, 09:13",59000,38,,Appartement,15.289473684210526
1613500586-52613,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=87,Studio 1 pièce 15 m²,391,Tourcoing ,"08 fév, 10:48",59200,15,1,Appartement,26.066666666666666
1613500685-53863,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=51,Studio 1 pièce 21 m²,441,Marcq-en-Baroeul ,"12 fév, 13:40",59700,21,1,Appartement,21
1613500876-55426,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=4,Appt / Duplex 34m² Villeneuve d'Ascq secteur Ascq,660,Villeneuve-d'Ascq  Ascq,"16 fév, 16:55",59493,34,,,19.41176470588235
1613500574-52427,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=92,Appartement 3 pièces 74 m²,500,Cambrai ,"07 fév, 10:23",59400,74,3,Appartement,6.756756756756757
1613500882-55496,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=2,Appartement 2 pièces 41 m²,632,Tourcoing ,"16 fév, 18:10",59200,41,2,Appartement,15.414634146341463
1613500658-53473,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=62,Appartement 3 pièces 66 m²,755,Tourcoing ,"11 fév, 10:15",59200,66,3,Appartement,11.43939393939394
1613500621-52954,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=77,Studio 1 pièce 17 m²,429,Lille ,"09 fév, 14:21",59800,17,1,Appartement,25.235294117647058
1613500658-53462,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=62,Appartement 2 pièces 49 m²,696,Lille ,"11 fév, 10:50",59000,49,2,Appartement,14.204081632653061
1613500641-53239,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=69,Appartement 2 pièces 40 m²,440,Dunkerque ,"10 fév, 11:50",59240,40,2,Appartement,11
1613500838-54918,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=19,Appartement 3 pièces 67 m²,845,Faches-Thumesnil ,"15 fév, 16:26",59155,67,3,Appartement,12.611940298507463
1613500828-54776,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=23,Appartement 3 pièces 65 m²,898,Lille ,"15 fév, 12:03",59000,65,3,Appartement,13.815384615384616
1613500611-52804,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=81,Appartement 1 pièce 14 m²,440,Lille ,"09 fév, 08:35",59000,14,,Appartement,31.428571428571427
1613500720-54346,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=37,Location Studio meublé 21 m² Vieux Lille,510,Lille ,"13 fév, 21:46",59000,21,1,Appartement,24.285714285714285
1613500713-54247,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=40,Appartement 2 pièces 30 m²,530,Lille ,"13 fév, 14:25",59000,30,2,Appartement,17.666666666666668
1613500693-53973,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=48,Maison 4 pièces 72 m²,800,Armentières ,"12 fév, 16:43",59280,72,4,Maison,11.11111111111111
1613500611-52801,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=81,Appartement 3 pièces 75 m²,550,Denain ,"09 fév, 08:38",59220,75,3,Appartement,7.333333333333333
1613500665-53586,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=59,Appartement 4 pièces 87 m²,630,Douai ,"11 fév, 15:22",59500,87,4,Appartement,7.241379310344827
1613500668-53606,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=58,Appartement 2 pièces 47 m²,750,Lille ,"11 fév, 17:22",59000,47,2,Appartement,15.957446808510639
1613500557-52171,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=99,Appartement 1 pièce 26 m²,530,Lille ,"05 fév, 17:25",59000,26,,Appartement,20.384615384615383
1613500564-52278,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=96,DUNKERQUE-CENTRE F3 68m2 +GARAGE+VERANDA 55m2,660,Dunkerque ,"06 fév, 09:06",59140,68,3,,9.705882352941176
1613500559-52210,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=98,Appartement 3 pièces 61 m²,725,Armentières ,"05 fév, 19:41",59280,61,3,Appartement,11.885245901639344
1613500866-55301,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=8,Appartement 2 pièces 55 m²,660,Lille ,"16 fév, 12:35",59000,55,2,Appartement,12
1613500629-53043,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=74,Studio 1 pièce 18 m²,420,Lille ,"09 fév, 23:04",59800,18,1,Appartement,23.333333333333332
1613500656-53447,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=63,Maison 4 pièces 60 m²,450,Marpent ,"11 fév, 08:37",59164,60,4,Maison,7.5
1613500589-52619,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=86,Appartement 4 pièces 90 m²,930,Loos ,"08 fév, 13:56",59120,90,4,Appartement,10.333333333333334
1613500641-53242,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=69,Appartement 3 pièces 75 m²,500,Bourbourg ,"10 fév, 11:50",59630,75,3,Appartement,6.666666666666667
1613500866-55289,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=8,Appartement 3 pièces 48 m²,666,Roubaix ,"16 fév, 12:56",59100,48,3,Appartement,13.875
1613500855-55148,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=12,Appartement 1 pièce 28 m²,485,La Madeleine ,"16 fév, 09:50",59110,28,,Appartement,17.321428571428573
1613500559-52230,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=98,LILLE T2 meublé neuf 50m² proximité EURALILLE,700,Lille ,"05 fév, 17:58",59000,50,2,Appartement,14
1613500878-55474,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=3,STUDIO 20 m2 Lille Vauban,425,Lille  Vauban-Esquermes,"16 fév, 17:18",59800,20,1,Appartement,21.25
1613500725-54412,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=35,Beau studio meublé 27m2 Vauban,605,Lille ,"14 fév, 11:44",59000,27,1,Appartement,22.40740740740741
1613500845-55006,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=16,Loue appartement 54 m² à Lille,665,Lille ,"15 fév, 21:06",59000,54,,Appartement,12.314814814814815
1613500884-55548,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=1,Studio 1 pièce 18 m²,442,Roubaix ,"16 fév, 18:19",59100,18,1,Appartement,24.555555555555557
1613500819-54655,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=26,Appartement t3 93m2 centre de Wattrelos,770,Wattrelos ,"15 fév, 10:20",59150,93,3,Appartement,8.279569892473118
1613500604-52690,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=84,Appartement 3 pièces 46 m²,622,Lille ,"08 fév, 19:01",59800,46,3,Appartement,13.521739130434783
1613500670-53646,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=57,Appartement 2 pièces 46 m²,620,Lille ,"11 fév, 18:02",59000,46,2,Appartement,13.478260869565217
