web-scraper-order,web-scraper-start-url,titre_annonce,prix,nom-commune,code_postal,date_publication,Type,surface_all,nb_pièces,détail,Jardin,état,garage,cave_sous_sol,prix_m2
1613468418-47397,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=35,Maison 6 pièces 130 m²,369000,Lomme ,59160,"13 fév, 09:59",Maison,130,6,,,,,,2838.4615384615386
1613469055-49559,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=73,Maison 6 pièces 125 m²,355000,La Couture ,62136,"08 fév, 16:14",Maison,125,6,,,,,,2840
1613469086-49922,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=62,Villa 5 pièces 170 m²,483000,Nieppe ,59850,"10 fév, 11:17",Maison,170,5,Villa,,,,,2841.176470588235
1613468993-48823,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=94,Ferme 8 pièces 182 m²,517500,Beuvry-la-Forêt ,59310,"03 fév, 14:39",Maison,182,8,,,,,,2843.4065934065934
1613469015-49082,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=86,Maison 5 pièces 105 m²,299000,Marquillies ,59274,"05 fév, 16:29",Maison,105,5,,,,,,2847.6190476190477
1613469015-49083,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=86,Maison 5 pièces 105 m²,299000,Sainghin-en-Weppes ,59184,"05 fév, 16:29",Maison,105,5,,,,,,2847.6190476190477
1613468472-48223,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=11,Maison 5 pièces 105 m²,299000,Wavrin ,59136,"15 fév, 11:26",Maison,105,5,,,,,,2847.6190476190477
1613468432-47583,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=29,Maison 7 pièces 272 m²,775000,Thumeries ,59239,"13 fév, 17:08",Maison,272,7,,,,,,2849.264705882353
1613468456-47965,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=18,Maison 5 pièces 100 m²,285150,Lille ,59000,"15 fév, 04:40",Maison,100,5,,,,,,2851.5
1613468432-47587,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=29,Maison 7 pièces 254 m²,725000,Faumont ,59310,"13 fév, 17:08",Maison,254,7,,,,,,2854.3307086614172
1613468450-47872,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=21,Maison 8 pièces 130 m²,371500,Villeneuve-d'Ascq ,59650,"14 fév, 13:57",Maison,130,8,,,,,,2857.6923076923076
1613468430-47552,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=30,Pavillon 7 pièces 109 m²,312000,Thumeries ,59239,"13 fév, 15:54",Maison,109,7,Maison individuelle,,,,,2862.3853211009173
1613469094-50038,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=59,Ferme 7 pièces 260 m²,745000,Villeneuve-d'Ascq ,59650,"10 fév, 15:50",Maison,260,7,,,,,,2865.3846153846152
1613469040-49399,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=77,Maison 5 pièces 130 m²,372665,Cysoing ,59830,"08 fév, 09:15",Maison,130,5,,,,,,2866.653846153846
1613468447-47836,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=22,Maison 6 pièces 190 m²,545000,Roubaix ,59100,"14 fév, 13:12",Maison,190,6,,,,,,2868.4210526315787
1613468427-47533,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=31,Maison 8 pièces 190 m²,545000,Roubaix ,59100,"13 fév, 14:08",Maison,190,8,,,,,,2868.4210526315787
1613469048-49437,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=76,Maison 6 pièces 110 m²,315900,Mons-en-Pévèle ,59246,"08 fév, 11:06",Maison,110,6,,,,,,2871.818181818182
1613469035-49389,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=78,Pavillon 6 pièces 120 m²,344850,Bersée ,59235,"07 fév, 18:12",Maison,120,6,Maison individuelle,,,,,2873.75
1613468993-48822,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=94,Maison 7 pièces 207 m²,595000,Leers ,59115,"03 fév, 14:45",Maison,207,7,,,,,,2874.3961352657007
1613469079-49825,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=65,Maison 4 pièces 120 m²,345000,Harnes ,62440,"09 fév, 21:28",Maison,120,4,,,,,,2875
1613469006-48978,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=89,Maison 6 pièces 103 m²,296900,Mérignies ,59710,"05 fév, 02:35",Maison,103,6,,,,,,2882.5242718446602
1613469002-48965,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=90,Maison 5 pièces 137 m²,395000,Faumont ,59310,"04 fév, 14:57",Maison,137,5,,,,,,2883.211678832117
1613469017-49139,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=85,Maison 3 pièces 100 m²,289000,Neuville-en-Ferrain ,59960,"05 fév, 17:23",Maison,100,3,,,,,,2890
1613469089-49979,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=61,Pavillon 5 pièces 101 m²,291900,Bauvin ,59221,"10 fév, 11:42",Maison,101,5,Maison individuelle,,,,,2890.09900990099
1613468469-48183,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=12,Maison 7 pièces 101 m²,292000,Bauvin ,59221,"15 fév, 10:50",Maison,101,7,,,,,,2891.089108910891
1613468995-48855,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=93,Maison 6 pièces 138 m²,399000,Hem ,59510,"03 fév, 20:19",Maison,138,6,,,,,,2891.304347826087
1613469012-49062,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=87,Maison 6 pièces 166 m²,480000,Lambersart ,59130,"05 fév, 11:55",Maison,166,6,,,,,,2891.5662650602408
1613468995-48840,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=93,Maison 5 pièces 127 m²,367500,Hénin-Beaumont ,62110,"04 fév, 07:58",Maison,127,5,,,,,,2893.700787401575
1613469053-49533,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=74,Maison 6 pièces 121 m²,350900,Ennevelin ,59710,"08 fév, 13:55",Maison,121,6,,,,,,2900
1613469101-50135,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=56,Maison 4 pièces 130 m²,378000,Tourmignies ,59551,"11 fév, 09:03",Maison,130,4,,,,,,2907.6923076923076
1613468467-48143,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=13,Ferme 7 pièces 196 m²,570000,Orchies ,59310,"15 fév, 10:19",Maison,196,7,,,,,,2908.1632653061224
1613468436-47667,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=27,Maison 9 pièces 230 m²,669000,Orchies ,59310,"13 fév, 20:41",Maison,230,9,,,,,,2908.695652173913
1613468980-48627,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=99,Maison 6 pièces 148 m²,430500,Mons-en-Baroeul ,59370,"02 fév, 13:56",Maison,148,6,,,,,,2908.7837837837837
1613468384-46886,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=49,Maison 6 pièces 220 m²,640000,Lambersart ,59130,"11 fév, 17:30",Maison,220,6,,,,,,2909.090909090909
1613468425-47502,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=32,Maison 5 pièces 110 m²,320000,Halluin ,59250,"13 fév, 12:00",Maison,110,5,,,,,,2909.090909090909
1613468452-47893,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=20,Maison 5 pièces 223 m²,650000,Radinghem-en-Weppes ,59320,"14 fév, 15:07",Maison,223,5,,,,,,2914.798206278027
1613468394-47042,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=45,Maison 6 pièces 223 m²,650000,Englos ,59320,"12 fév, 10:10",Maison,223,6,,,,,,2914.798206278027
1613468476-48308,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=9,Maison 4 pièces 108 m²,314942,Mons-en-Pévèle ,59246,"15 fév, 12:34",Maison,108,4,,,,,,2916.1296296296296
1613469074-49753,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=67,Maison 5 pièces 125 m²,365000,Bachy ,59830,"09 fév, 16:45",Maison,125,5,,,,,,2920
1613469071-49730,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=68,Maison 9 pièces 130 m²,380000,Cysoing ,59830,"09 fév, 12:31",Maison,130,9,,,,,,2923.076923076923
1613469027-49260,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=81,Maison 7 pièces 163 m²,476550,Anhiers ,59194,"06 fév, 17:01",Maison,163,7,,,,,,2923.6196319018404
1613468382-46874,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=50,Maison 8 pièces 150 m²,439900,Genech ,59242,"11 fév, 15:23",Maison,150,8,,,,,,2932.6666666666665
1613469115-50307,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=51,Maison 8 pièces 150 m²,439900,Genech ,59242,"11 fév, 15:23",Maison,150,8,,,,,,2932.6666666666665
1613468454-47954,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=19,Maison 4 pièces 120 m²,352000,Villeneuve-d'Ascq ,59650,"14 fév, 15:12",Maison,120,4,,,,,,2933.3333333333335
1613468494-48567,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=1,Villa 5 pièces 124 m²,364000,Laventie ,62840,"Aujourd'hui, 10:23",Maison,124,5,Villa,,,,,2935.483870967742
1613468447-47829,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=22,Ferme 4 pièces 140 m²,411000,Mons-en-Pévèle ,59246,"14 fév, 13:22",Maison,140,4,,,,,,2935.714285714286
1613468422-47454,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=33,Ferme 4 pièces 140 m²,411000,Mons-en-Pévèle ,59246,"13 fév, 11:16",Maison,140,4,,,,,,2935.714285714286
1613468404-47189,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=41,Maison 5 pièces 114 m²,334700,Armentières ,59280,"12 fév, 14:49",Maison,114,5,,,,,,2935.964912280702
1613468402-47121,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=42,Maison 5 pièces 114 m²,334700,Armentières ,59280,"12 fév, 14:49",Maison,114,5,,,,,,2935.964912280702
1613468399-47088,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=43,Maison 7 pièces 132 m²,388000,Deûlémont ,59890,"12 fév, 13:38",Maison,132,7,,,,,,2939.3939393939395
1613469040-49405,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=77,Maison 5 pièces 103 m²,302900,Ennevelin ,59710,"08 fév, 08:57",Maison,103,5,,,,,,2940.776699029126
1613468414-47314,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=37,Maison 7 pièces 136 m²,400000,Mons-en-Pévèle ,59246,"13 fév, 03:46",Maison,136,7,,,,,,2941.176470588235
1613469017-49144,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=85,Maison 6 pièces 122 m²,360000,Fleurbaix ,62840,"05 fév, 16:55",Maison,122,6,,,,,,2950.8196721311474
1613469065-49670,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=70,Maison 5 pièces 160 m²,473438,Don ,59272,"09 fév, 08:38",Maison,160,5,,,,,,2958.9875
1613469101-50143,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=56,Maison 6 pièces 125 m²,370000,Attiches ,59551,"11 fév, 08:40",Maison,125,6,,,,,,2960
1613469053-49522,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=74,Maison 7 pièces 266 m²,787500,Lille ,59800,"08 fév, 14:17",Maison,266,7,,,,,,2960.5263157894738
1613469106-50224,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=54,Maison 6 pièces 105 m²,311000,Péronne-en-Mélantois ,59273,"11 fév, 11:07",Maison,105,6,,,,,,2961.904761904762
1613468483-48406,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=6,Maison 5 pièces 135 m²,400000,Lille ,59000,"15 fév, 15:27",Maison,135,5,,,,,,2962.962962962963
1613468988-48753,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=96,Maison 5 pièces 114 m²,338103,Fleurbaix ,62840,"03 fév, 08:47",Maison,114,5,,,,,,2965.815789473684
1613469012-49066,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=87,Maison 6 pièces 122 m²,362000,Fleurbaix ,62840,"05 fév, 11:24",Maison,122,6,,,,,,2967.2131147540986
1613468387-46923,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=48,Maison 6 pièces 105 m²,312000,Meurchin ,62410,"11 fév, 23:27",Maison,105,6,,,,,,2971.4285714285716
1613469069-49689,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=69,Maison 10 pièces 200 m²,595000,Baisieux ,59780,"09 fév, 11:11",Maison,200,10,,,,,,2975
1613468492-48555,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=2,Maison 8 pièces 200 m²,595000,Lomme ,59160,"15 fév, 21:39",Maison,200,8,,,,,,2975
1613468411-47270,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=38,Maison 12 pièces 200 m²,595000,Baisieux ,59780,"12 fév, 19:56",Maison,200,2,,,,,,2975
1613468988-48740,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=96,Maison 11 pièces 300 m²,895000,Herrin ,59147,"03 fév, 10:11",Maison,300,,,,,,,2983.3333333333335
1613469032-49344,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=79,Maison 5 pièces 121 m²,361000,Croix ,59170,"07 fév, 12:57",Maison,121,5,,,,,,2983.471074380165
1613469094-50036,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=59,Maison 6 pièces 101 m²,302000,Villeneuve-d'Ascq ,59650,"10 fév, 15:50",Maison,101,6,,,,,,2990.09900990099
1613469006-49005,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=89,Maison individuelle de 110 m2,329000,Thumeries ,59239,"04 fév, 18:23",Maison,110,,Maison individuelle,,,,,2990.909090909091
1613468397-47084,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=44,Maison 6 pièces 120 m²,360000,Annoeullin ,59112,"12 fév, 10:59",Maison,120,6,,,,,,3000
1613468418-47378,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=35,Maison 5 pièces 150 m²,450000,Cysoing ,59830,"13 fév, 10:22",Maison,150,5,,,,,,3000
1613468447-47855,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=22,Maison 5 pièces 125 m²,375000,Lille ,59000,"14 fév, 12:47",Maison,125,5,,,,,,3000
1613469017-49146,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=85,Maison 5 pièces 150 m²,450000,Templeuve ,59242,"05 fév, 16:51",Maison,150,5,,,,,,3000
1613468452-47901,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=20,Maison 5 pièces 105 m²,315000,La Chapelle-d'Armentières ,59930,"14 fév, 14:57",Maison,105,5,,,,,,3000
1613468483-48405,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=6,Maison 5 pièces 125 m²,375000,Lille ,59000,"15 fév, 15:27",Maison,125,5,,,,,,3000
1613468458-48002,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=17,Maison 5 pièces 120 m²,360000,Annoeullin ,59112,"15 fév, 08:08",Maison,120,5,,,,,,3000
1613469050-49489,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=75,Maison 5 pièces 125 m²,375000,Lille ,59000,"08 fév, 11:43",Maison,125,5,,,,,,3000
1613469115-50314,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=51,Maison 5 pièces 115 m²,345000,Laventie ,62840,"11 fév, 15:05",Maison,115,5,,,,,,3000
1613468434-47613,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=28,Maison 7 pièces 132 m²,396550,Mons-en-Pévèle ,59246,"13 fév, 19:06",Maison,132,7,,,,,,3004.1666666666665
1613469010-49013,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=88,Maison de ville 5 pièces 133 m²,400000,Wasquehal ,59290,"05 fév, 10:42",Maison,133,5,Maison de ville,,,,,3007.5187969924814
1613468443-47770,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=24,Maison 4 pièces 105 m²,316000,Carvin ,62220,"14 fév, 11:47",Maison,105,4,,,,,,3009.5238095238096
1613468384-46888,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=49,Maison 5 pièces 120 m²,362250,Lomme ,59160,"11 fév, 17:28",Maison,120,5,,,,,,3018.75
1613468422-47460,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=33,Maison 4 pièces 106 m²,320000,Mérignies ,59710,"13 fév, 11:16",Maison,106,4,,,,,,3018.867924528302
1613469048-49460,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=76,Maison 6 pièces 132 m²,398900,Baisieux ,59780,"08 fév, 10:12",Maison,132,6,,,,,,3021.969696969697
1613468438-47710,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=26,Maison 7 pièces 160 m²,484900,Cysoing ,59830,"14 fév, 02:34",Maison,160,7,,,,,,3030.625
1613468436-47658,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=27,Ferme 6 pièces 240 m²,728000,Cappelle-en-Pévèle ,59242,"13 fév, 21:27",Maison,240,6,,,,,,3033.3333333333335
1613468480-48357,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=7,Maison 5 pièces 120 m²,364000,Mérignies ,59710,"15 fév, 14:53",Maison,120,5,,,,,,3033.3333333333335
1613468993-48813,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=94,Maison 4 pièces 120 m²,365000,Villeneuve-d'Ascq ,59491,"03 fév, 15:53",Maison,120,4,,,,,,3041.6666666666665
1613468452-47916,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=20,Maison 5 pièces 110 m²,335000,Wambrechies ,59118,"14 fév, 14:32",Maison,110,5,,,,,,3045.4545454545455
1613468399-47091,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=43,Maison 6 pièces 130 m²,396000,Wasquehal ,59290,"12 fév, 13:27",Maison,130,6,,,,,,3046.153846153846
1613468488-48466,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=4,Maison 6 pièces 128 m²,390068,Faumont ,59310,"15 fév, 18:09",Maison,128,6,,,,,,3047.40625
1613469071-49719,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=68,Maison 4 pièces 100 m²,305000,Halluin ,59250,"09 fév, 13:42",Maison,100,4,,,,,,3050
1613468422-47462,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=33,Maison 6 pièces 140 m²,427000,Hem ,59510,"13 fév, 11:16",Maison,140,6,,,,,,3050
1613469002-48964,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=90,Maison 5 pièces 130 m²,396550,Moncheaux ,59283,"04 fév, 14:57",Maison,130,5,,,,,,3050.3846153846152
1613468411-47274,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=38,Maison 7 pièces 140 m²,427300,Cysoing ,59830,"12 fév, 19:56",Maison,140,7,,,,,,3052.1428571428573
1613469106-50204,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=54,Maison 7 pièces 120 m²,367000,Attiches ,59551,"11 fév, 11:23",Maison,120,7,,,,,,3058.3333333333335
1613468467-48144,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=13,Villa 7 pièces 152 m²,465000,Cysoing ,59830,"15 fév, 10:19",Maison,152,7,Villa,,,,,3059.2105263157896
1613468492-48541,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=2,Maison 5 pièces 128 m²,391900,Bousbecque ,59166,"Aujourd'hui, 03:53",Maison,128,5,,,,,,3061.71875
1613468445-47811,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=23,Maison 5 pièces 140 m²,429000,Bourghelles ,59830,"14 fév, 12:34",Maison,140,5,,,,,,3064.285714285714
1613468443-47756,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=24,Maison 6 pièces 140 m²,429000,Cysoing ,59830,"14 fév, 12:12",Maison,140,6,,,,,,3064.285714285714
1613468445-47819,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=23,Villa 6 pièces 260 m²,797000,Lomme ,59160,"14 fév, 12:27",Maison,260,6,Villa,,,,,3065.3846153846152
1613468450-47883,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=21,Villa 6 pièces 260 m²,797000,Lille ,59000,"14 fév, 13:42",Maison,260,6,Villa,,,,,3065.3846153846152
1613469071-49732,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=68,Maison 5 pièces 130 m²,399000,Wasquehal ,59290,"09 fév, 12:29",Maison,130,5,,,,,,3069.230769230769
1613468465-48119,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=14,Villa 5 pièces 140 m²,429800,Cysoing ,59830,"15 fév, 09:47",Maison,140,5,Villa,,,,,3070
1613469091-49991,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=60,Maison 7 pièces 195 m²,599000,Linselles ,59126,"10 fév, 14:32",Maison,195,7,,,,,,3071.7948717948716
1613469017-49147,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=85,Ferme 9 pièces 146 m²,449000,Bailleul ,59270,"05 fév, 16:50",Maison,146,9,,,,,,3075.3424657534247
